"","Common_Name","Class","wt_1","wt_2","piwi_1","piwi_2","Fold_Change","padj"
"WBGene00168545","R13H7.7","piRNA",0,0,0,0,NA,NA
"WBGene00168546","Y43D4A.103","piRNA",0,0,0,0,NA,NA
"WBGene00168548","Y64G10A.231","piRNA",0,0,0,0,NA,NA
"WBGene00168550","Y41E3.316","piRNA",0,0,0,0,NA,NA
"WBGene00168551","M199.87","piRNA",0,0,0,0,NA,NA
"WBGene00168552","M88.8","piRNA",0,0,0,0,NA,NA
"WBGene00168554","Y105C5B.889","piRNA",0,0,0,0,NA,NA
"WBGene00168555","C02F4.6","piRNA",0,0,0,0,NA,NA
"WBGene00168556","Y57G11C.729","piRNA",0,0,0,0,NA,NA
"WBGene00168557","C07G3.12","piRNA",0,0,0,0,NA,NA
"WBGene00168559","T06A10.70","piRNA",0,0,0,0,NA,NA
"WBGene00168560","R13H7.8","piRNA",0,0,0,0,NA,NA
"WBGene00168562","ZK637.16","piRNA",0,0,0,0,NA,NA
"WBGene00168564","Y105C5A.767","piRNA",0,0,0,0,NA,NA
"WBGene00168565","C43F9.12","piRNA",0,0,0,0,NA,NA
"WBGene00168567","W03F8.49","piRNA",0,0,0,0,NA,NA
"WBGene00168569","Y73B6BL.145","piRNA",0,0,0,0,NA,NA
"WBGene00168573","C33G8.14","piRNA",0,0,0,0,NA,NA
"WBGene00168574","Y7A9A.49","piRNA",0,0,0,0,NA,NA
"WBGene00168575","C08F11.81","piRNA",0,0,0,0,NA,NA
"WBGene00168576","Y4C6B.57","piRNA",0,0,0,0,NA,NA
"WBGene00168577","R13H7.9","piRNA",0,0,0,0,NA,NA
"WBGene00168580","D1022.10","piRNA",0,0,0,0,NA,NA
"WBGene00168583","F38C2.58","piRNA",0,0,0,0,NA,NA
"WBGene00168585","Y105C5B.893","piRNA",0,0,0,0,NA,NA
"WBGene00168589","F56D5.11","piRNA",0,0,0,0,NA,NA
"WBGene00168594","Y105C5A.770","piRNA",0,0,0,0,NA,NA
"WBGene00168597","H06H21.22","piRNA",0,0,0,0,NA,NA
"WBGene00168598","C09B9.52","piRNA",0,0,0,0,NA,NA
"WBGene00168599","T06A10.71","piRNA",0,0,0,0,NA,NA
"WBGene00168600","T13A10.29","piRNA",0,0,0,0,NA,NA
"WBGene00168601","LLC1.63","piRNA",0,0,0,0,NA,NA
"WBGene00168602","T21E8.8","piRNA",0,0,0,0,NA,NA
"WBGene00168605","T06A10.72","piRNA",0,0,0,0,NA,NA
"WBGene00168608","Y105C5A.771","piRNA",0,0,0,0,NA,NA
"WBGene00168610","B0478.15","piRNA",0,0,0,0,NA,NA
"WBGene00168611","F55B11.88","piRNA",0,0,0,0,NA,NA
"WBGene00168613","M199.88","piRNA",0,0,0,0,NA,NA
"WBGene00168614","Y67A10A.216","piRNA",0,0,0,0,NA,NA
"WBGene00168616","K01G12.13","piRNA",0,0,0,0,NA,NA
"WBGene00168622","T13F2.15","piRNA",0,0,0,0,NA,NA
"WBGene00168623","H12I19.75","piRNA",0,0,0,0,NA,NA
"WBGene00168624","C31H1.56","piRNA",0,0,0,0,NA,NA
"WBGene00168626","Y10G11A.48","piRNA",0,0,0,0,NA,NA
"WBGene00168627","R07E5.18","piRNA",0,0,0,0,NA,NA
"WBGene00168629","Y73F8A.733","piRNA",0,0,0,0,NA,NA
"WBGene00168630","C02B10.41","piRNA",0,0,0,0,NA,NA
"WBGene00168631","Y37A1B.215","piRNA",0,0,0,0,NA,NA
"WBGene00168634","Y116A8C.295","piRNA",0,0,0,0,NA,NA
"WBGene00168637","C01G5.16","piRNA",0,0,0,0,NA,NA
"WBGene00168642","F01D4.11","piRNA",0,0,0,0,NA,NA
"WBGene00168649","Y73F8A.734","piRNA",0,0,0,0,NA,NA
"WBGene00168650","C33G3.7","piRNA",0,0,0,0,NA,NA
"WBGene00168652","Y105C5B.895","piRNA",0,0,0,0,NA,NA
"WBGene00168654","C39H7.44","piRNA",0,0,0,0,NA,NA
"WBGene00168657","Y116A8C.296","piRNA",0,0,0,0,NA,NA
"WBGene00168658","Y67A10A.218","piRNA",0,0,0,0,NA,NA
"WBGene00168659","F55G11.12","piRNA",0,0,0,0,NA,NA
"WBGene00168660","F52B11.62","piRNA",0,0,0,0,NA,NA
"WBGene00168661","T08B6.37","piRNA",0,0,0,0,NA,NA
"WBGene00168662","Y105C5B.896","piRNA",0,0,0,0,NA,NA
"WBGene00168665","Y57G11A.143","piRNA",0,0,0,0,NA,NA
"WBGene00168667","Y51H4A.599","piRNA",0,0,0,0,NA,NA
"WBGene00168669","Y7A9C.21","piRNA",0,0,0,0,NA,NA
"WBGene00168670","C27H2.77","piRNA",0,0,0,0,NA,NA
"WBGene00168671","Y105C5B.897","piRNA",0,0,0,0,NA,NA
"WBGene00168672","Y51H4A.600","piRNA",0,0,0,0,NA,NA
"WBGene00168675","Y51H4A.601","piRNA",0,0,0,0,NA,NA
"WBGene00168677","Y37A1A.102","piRNA",0,0,0,0,NA,NA
"WBGene00168683","C06E7.62","piRNA",0,0,0,0,NA,NA
"WBGene00168684","Y7A9A.51","piRNA",0,0,0,0,NA,NA
"WBGene00168688","Y105C5A.778","piRNA",0,0,0,0,NA,NA
"WBGene00168693","C18B12.7","piRNA",0,0,0,0,NA,NA
"WBGene00168694","C09D1.3","piRNA",0,0,0,0,NA,NA
"WBGene00168697","Y116A8B.51","piRNA",0,0,0,0,NA,NA
"WBGene00168700","T06D10.4","piRNA",0,0,0,0,NA,NA
"WBGene00168701","Y51H4A.603","piRNA",0,0,0,0,NA,NA
"WBGene00168703","C01B10.23","piRNA",0,0,0,0,NA,NA
"WBGene00168705","Y45F10D.83","piRNA",0,0,0,0,NA,NA
"WBGene00168707","C41G7.11","piRNA",0,0,0,0,NA,NA
"WBGene00168708","C46G7.62","piRNA",0,0,0,0,NA,NA
"WBGene00168710","K08B4.21","piRNA",0,0,0,0,NA,NA
"WBGene00168712","T13A10.30","piRNA",0,0,0,0,NA,NA
"WBGene00168715","LLC1.64","piRNA",0,0,0,0,NA,NA
"WBGene00168716","Y37A1B.217","piRNA",0,0,0,0,NA,NA
"WBGene00168717","Y116A8C.298","piRNA",0,0,0,0,NA,NA
"WBGene00168718","B0273.66","piRNA",0,0,0,0,NA,NA
"WBGene00168721","Y105C5A.783","piRNA",0,0,0,0,NA,NA
"WBGene00168722","Y57G11C.734","piRNA",0,0,0,0,NA,NA
"WBGene00168725","Y51H4A.605","piRNA",0,0,0,0,NA,NA
"WBGene00168726","Y73B6BL.147","piRNA",0,0,0,0,NA,NA
"WBGene00168731","Y105C5B.901","piRNA",0,0,0,0,NA,NA
"WBGene00168732","C36E6.9","piRNA",0,0,0,0,NA,NA
"WBGene00168733","VY10G11R.44","piRNA",0,0,0,0,NA,NA
"WBGene00168735","C11D2.61","piRNA",0,0,0,0,NA,NA
"WBGene00168736","Y57G11C.735","piRNA",0,0,0,0,NA,NA
"WBGene00168740","ZK550.30","piRNA",0,0,0,0,NA,NA
"WBGene00168741","F40A3.8","piRNA",0,0,0,0,NA,NA
"WBGene00168742","C08F11.82","piRNA",0,0,0,0,NA,NA
"WBGene00168743","C13D9.10","piRNA",0,0,0,0,NA,NA
"WBGene00168745","Y37A1B.218","piRNA",0,0,0,0,NA,NA
"WBGene00168747","Y67A10A.220","piRNA",0,0,0,0,NA,NA
"WBGene00168748","Y116A8C.300","piRNA",0,0,0,0,NA,NA
"WBGene00168750","Y17G9A.53","piRNA",0,0,0,0,NA,NA
"WBGene00168753","R05A10.82","piRNA",0,0,0,0,NA,NA
"WBGene00168756","Y105C5A.786","piRNA",0,0,0,0,NA,NA
"WBGene00168758","Y73F8A.739","piRNA",0,0,0,0,NA,NA
"WBGene00168760","F26A3.10","piRNA",0,0,0,0,NA,NA
"WBGene00168761","W01A8.9","piRNA",0,0,0,0,NA,NA
"WBGene00168764","Y105C5B.904","piRNA",0,0,0,0,NA,NA
"WBGene00168766","C24D10.29","piRNA",0,0,0,0,NA,NA
"WBGene00168772","F13G11.91","piRNA",0,0,0,0,NA,NA
"WBGene00168773","H32C10.47","piRNA",0,0,0,0,NA,NA
"WBGene00168774","Y105C5B.907","piRNA",0,0,0,0,NA,NA
"WBGene00168775","F13G11.92","piRNA",0,0,0,0,NA,NA
"WBGene00168777","F20C5.8","piRNA",0,0,0,0,NA,NA
"WBGene00168779","Y73F8A.741","piRNA",0,0,0,0,NA,NA
"WBGene00168782","Y105C5A.787","piRNA",0,0,0,0,NA,NA
"WBGene00168785","R05H5.9","piRNA",0,0,0,0,NA,NA
"WBGene00168787","C45E5.31","piRNA",0,0,0,0,NA,NA
"WBGene00168788","F17H10.5","piRNA",0,0,0,0,NA,NA
"WBGene00168790","F36H12.46","piRNA",0,0,0,0,NA,NA
"WBGene00168791","Y105C5B.909","piRNA",0,0,0,0,NA,NA
"WBGene00168792","E03H12.17","piRNA",0,0,0,0,NA,NA
"WBGene00168794","Y41E3.321","piRNA",0,0,0,0,NA,NA
"WBGene00168795","M199.89","piRNA",0,0,0,0,NA,NA
"WBGene00168797","C46G7.63","piRNA",0,0,0,0,NA,NA
"WBGene00168798","F09C12.9","piRNA",0,0,0,0,NA,NA
"WBGene00168800","Y7A9D.43","piRNA",0,0,0,0,NA,NA
"WBGene00168803","Y45F10C.14","piRNA",0,0,0,0,NA,NA
"WBGene00168804","Y116A8A.89","piRNA",0,0,0,0,NA,NA
"WBGene00168805","H34C03.11","piRNA",0,0,0,0,NA,NA
"WBGene00168807","Y7A9D.44","piRNA",0,0,0,0,NA,NA
"WBGene00168811","H12I19.76","piRNA",0,0,0,0,NA,NA
"WBGene00168812","Y105C5B.911","piRNA",0,0,0,0,NA,NA
"WBGene00168816","Y57G11B.160","piRNA",0,0,0,0,NA,NA
"WBGene00168817","Y11D7A.20","piRNA",0,0,0,0,NA,NA
"WBGene00168818","Y51H4A.607","piRNA",0,0,0,0,NA,NA
"WBGene00168819","C53D6.14","piRNA",0,0,0,0,NA,NA
"WBGene00168823","C10G6.30","piRNA",0,0,0,0,NA,NA
"WBGene00168824","T08B6.38","piRNA",0,0,0,0,NA,NA
"WBGene00168825","C06E7.64","piRNA",0,0,0,0,NA,NA
"WBGene00168826","R05A10.83","piRNA",0,0,0,0,NA,NA
"WBGene00168833","ZK550.31","piRNA",0,0,0,0,NA,NA
"WBGene00168835","Y105C5A.792","piRNA",0,0,0,0,NA,NA
"WBGene00168836","Y67A10A.221","piRNA",0,0,0,0,NA,NA
"WBGene00168838","Y4C6A.37","piRNA",0,0,0,0,NA,NA
"WBGene00168839","AC7.37","piRNA",0,0,0,0,NA,NA
"WBGene00168844","Y51H4A.609","piRNA",0,0,0,0,NA,NA
"WBGene00168845","Y57G11C.744","piRNA",0,0,0,0,NA,NA
"WBGene00168847","T28H11.17","piRNA",0,0,0,0,NA,NA
"WBGene00168850","Y73B6BL.149","piRNA",0,0,0,0,NA,NA
"WBGene00168853","VK04G11.1","piRNA",0,0,0,0,NA,NA
"WBGene00168855","Y57G11C.745","piRNA",0,0,0,0,NA,NA
"WBGene00168857","M03D4.43","piRNA",0,0,0,0,NA,NA
"WBGene00168858","Y105C5A.794","piRNA",0,0,0,0,NA,NA
"WBGene00168859","Y116A8A.90","piRNA",0,0,0,0,NA,NA
"WBGene00168860","B0547.14","piRNA",0,0,0,0,NA,NA
"WBGene00168863","Y105C5B.914","piRNA",0,0,0,0,NA,NA
"WBGene00168868","C55C3.42","piRNA",0,0,0,0,NA,NA
"WBGene00168879","F35D6.8","piRNA",0,0,0,0,NA,NA
"WBGene00168880","C08F11.84","piRNA",0,0,0,0,NA,NA
"WBGene00168881","F22B3.11","piRNA",0,0,0,0,NA,NA
"WBGene00168882","Y105C5B.916","piRNA",0,0,0,0,NA,NA
"WBGene00168883","Y73F8A.743","piRNA",0,0,0,0,NA,NA
"WBGene00168884","F41H10.21","piRNA",0,0,0,0,NA,NA
"WBGene00168885","Y43D4A.109","piRNA",0,0,0,0,NA,NA
"WBGene00168889","Y105C5A.798","piRNA",0,0,0,0,NA,NA
"WBGene00168891","C29F5.9","piRNA",0,0,0,0,NA,NA
"WBGene00168893","Y57G11C.749","piRNA",0,0,0,0,NA,NA
"WBGene00168897","Y105C5A.799","piRNA",0,0,0,0,NA,NA
"WBGene00168898","Y105C5B.917","piRNA",0,0,0,0,NA,NA
"WBGene00168899","VF13D12L.4","piRNA",0,0,0,0,NA,NA
"WBGene00168900","T06A10.73","piRNA",0,0,0,0,NA,NA
"WBGene00168902","C04F12.13","piRNA",0,0,0,0,NA,NA
"WBGene00168909","Y105C5B.919","piRNA",0,0,0,0,NA,NA
"WBGene00168911","Y9C9A.70","piRNA",0,0,0,0,NA,NA
"WBGene00168912","Y105C5A.801","piRNA",0,0,0,0,NA,NA
"WBGene00168913","Y73B6BL.150","piRNA",0,0,0,0,NA,NA
"WBGene00168914","Y116A8A.91","piRNA",0,0,0,0,NA,NA
"WBGene00168915","F55B11.90","piRNA",0,0,0,0,NA,NA
"WBGene00168916","Y105C5A.802","piRNA",0,0,0,0,NA,NA
"WBGene00168918","Y17G9A.54","piRNA",0,0,0,0,NA,NA
"WBGene00168920","Y105C5A.805","piRNA",0,0,0,0,NA,NA
"WBGene00168921","Y64G10A.237","piRNA",0,0,0,0,NA,NA
"WBGene00168924","C39H7.45","piRNA",0,0,0,0,NA,NA
"WBGene00168929","H08M01.79","piRNA",0,0,0,0,NA,NA
"WBGene00168932","Y67A10A.222","piRNA",0,0,0,0,NA,NA
"WBGene00168938","Y105C5A.808","piRNA",0,0,0,0,NA,NA
"WBGene00168939","E03D2.6","piRNA",0,0,0,0,NA,NA
"WBGene00168942","H04M03.44","piRNA",0,0,0,0,NA,NA
"WBGene00168945","C43G2.9","piRNA",0,0,0,0,NA,NA
"WBGene00168946","Y105C5B.922","piRNA",0,0,0,0,NA,NA
"WBGene00168948","Y73F8A.746","piRNA",0,0,0,0,NA,NA
"WBGene00168951","Y105C5B.923","piRNA",0,0,0,0,NA,NA
"WBGene00168952","B0513.63","piRNA",0,0,0,0,NA,NA
"WBGene00168954","Y41E3.325","piRNA",0,0,0,0,NA,NA
"WBGene00168957","Y105C5B.924","piRNA",0,0,0,0,NA,NA
"WBGene00168960","Y37A1B.221","piRNA",0,0,0,0,NA,NA
"WBGene00168962","B0350.44","piRNA",0,0,0,0,NA,NA
"WBGene00168963","C31H1.58","piRNA",0,0,0,0,NA,NA
"WBGene00168965","F01E11.7","piRNA",0,0,0,0,NA,NA
"WBGene00168966","Y4C6A.39","piRNA",0,0,0,0,NA,NA
"WBGene00168967","Y73F8A.747","piRNA",0,0,0,0,NA,NA
"WBGene00168968","Y51H4A.614","piRNA",0,0,0,0,NA,NA
"WBGene00168969","C46G7.66","piRNA",0,0,0,0,NA,NA
"WBGene00168970","C02B10.42","piRNA",0,0,0,0,NA,NA
"WBGene00168971","H16O14.38","piRNA",0,0,0,0,NA,NA
"WBGene00168972","C27H2.81","piRNA",0,0,0,0,NA,NA
"WBGene00168975","Y105C5A.809","piRNA",0,0,0,0,NA,NA
"WBGene00168980","F46F2.6","piRNA",0,0,0,0,NA,NA
"WBGene00168981","Y116A8C.305","piRNA",0,0,0,0,NA,NA
"WBGene00168982","C31H1.59","piRNA",0,0,0,0,NA,NA
"WBGene00168983","Y73F8A.748","piRNA",0,0,0,0,NA,NA
"WBGene00168986","Y105C5B.925","piRNA",0,0,0,0,NA,NA
"WBGene00168987","T27E7.52","piRNA",0,0,0,0,NA,NA
"WBGene00168988","C26C9.10","piRNA",0,0,0,0,NA,NA
"WBGene00168989","F47H4.13","piRNA",0,0,0,0,NA,NA
"WBGene00168993","Y105C5B.926","piRNA",0,0,0,0,NA,NA
"WBGene00168995","Y41E3.327","piRNA",0,0,0,0,NA,NA
"WBGene00168998","C55C3.43","piRNA",0,0,0,0,NA,NA
"WBGene00168999","Y40H7A.217","piRNA",0,0,0,0,NA,NA
"WBGene00169002","Y116A8C.306","piRNA",0,0,0,0,NA,NA
"WBGene00169006","B0513.64","piRNA",0,0,0,0,NA,NA
"WBGene00169007","Y51H4A.617","piRNA",0,0,0,0,NA,NA
"WBGene00169008","Y57G11C.755","piRNA",0,0,0,0,NA,NA
"WBGene00169010","Y57G11B.161","piRNA",0,0,0,0,NA,NA
"WBGene00169011","B0273.69","piRNA",0,0,0,0,NA,NA
"WBGene00169012","Y105C5A.811","piRNA",0,0,0,0,NA,NA
"WBGene00169015","M199.90","piRNA",0,0,0,0,NA,NA
"WBGene00169020","Y73F8A.749","piRNA",0,0,0,0,NA,NA
"WBGene00169021","C09B9.56","piRNA",0,0,0,0,NA,NA
"WBGene00169025","H12I19.77","piRNA",0,0,0,0,NA,NA
"WBGene00169027","Y73B6BL.152","piRNA",0,0,0,0,NA,NA
"WBGene00169029","B0285.13","piRNA",0,0,0,0,NA,NA
"WBGene00169032","Y40C5A.10","piRNA",0,0,0,0,NA,NA
"WBGene00169033","Y73F8A.753","piRNA",0,0,0,0,NA,NA
"WBGene00169034","R11E3.12","piRNA",0,0,0,0,NA,NA
"WBGene00169036","F26A10.3","piRNA",0,0,0,0,NA,NA
"WBGene00169038","F02H6.51","piRNA",0,0,0,0,NA,NA
"WBGene00169039","K02E11.12","piRNA",0,0,0,0,NA,NA
"WBGene00169040","F26D12.56","piRNA",0,0,0,0,NA,NA
"WBGene00169045","Y37A1B.226","piRNA",0,0,0,0,NA,NA
"WBGene00169046","Y17G9A.55","piRNA",0,0,0,0,NA,NA
"WBGene00169050","Y116A8C.308","piRNA",0,0,0,0,NA,NA
"WBGene00169060","F02H6.52","piRNA",0,0,0,0,NA,NA
"WBGene00169062","C52D10.85","piRNA",0,0,0,0,NA,NA
"WBGene00169064","Y116A8A.93","piRNA",0,0,0,0,NA,NA
"WBGene00169066","ZK550.32","piRNA",0,0,0,0,NA,NA
"WBGene00169069","F57H12.8","piRNA",0,0,0,0,NA,NA
"WBGene00169071","ZK250.12","piRNA",0,0,0,0,NA,NA
"WBGene00169075","Y105C5B.930","piRNA",0,0,0,0,NA,NA
"WBGene00169076","Y17G9A.56","piRNA",0,0,0,0,NA,NA
"WBGene00169078","Y73F8A.756","piRNA",0,0,0,0,NA,NA
"WBGene00169079","F26D10.18","piRNA",0,0,0,0,NA,NA
"WBGene00169084","T27E7.53","piRNA",0,0,0,0,NA,NA
"WBGene00169086","F52D4.16","piRNA",0,0,0,0,NA,NA
"WBGene00169087","Y105C5A.814","piRNA",0,0,0,0,NA,NA
"WBGene00169088","Y116A8C.309","piRNA",0,0,0,0,NA,NA
"WBGene00169089","C28D4.13","piRNA",0,0,0,0,NA,NA
"WBGene00169091","Y67A10A.225","piRNA",0,0,0,0,NA,NA
"WBGene00169092","T12E12.31","piRNA",0,0,0,0,NA,NA
"WBGene00169093","Y73F8A.758","piRNA",0,0,0,0,NA,NA
"WBGene00169094","Y45F10D.86","piRNA",0,0,0,0,NA,NA
"WBGene00169096","Y105C5B.931","piRNA",0,0,0,0,NA,NA
"WBGene00169101","T13A10.32","piRNA",0,0,0,0,NA,NA
"WBGene00169102","Y57G11C.760","piRNA",0,0,0,0,NA,NA
"WBGene00169103","Y116A8C.310","piRNA",0,0,0,0,NA,NA
"WBGene00169107","R08C7.15","piRNA",0,0,0,0,NA,NA
"WBGene00169108","K12D9.15","piRNA",0,0,0,0,NA,NA
"WBGene00169111","Y57G11C.762","piRNA",0,0,0,0,NA,NA
"WBGene00169112","Y105C5A.818","piRNA",0,0,0,0,NA,NA
"WBGene00169113","C01G5.18","piRNA",0,0,0,0,NA,NA
"WBGene00169116","C47A4.101","piRNA",0,0,0,0,NA,NA
"WBGene00169117","C27B7.10","piRNA",0,0,0,0,NA,NA
"WBGene00169118","F25F8.4","piRNA",0,0,0,0,NA,NA
"WBGene00169126","B0478.16","piRNA",0,0,0,0,NA,NA
"WBGene00169127","Y7A9D.45","piRNA",0,0,0,0,NA,NA
"WBGene00169128","Y51H4A.620","piRNA",0,0,0,0,NA,NA
"WBGene00169129","Y51H4A.621","piRNA",0,0,0,0,NA,NA
"WBGene00169131","Y105C5B.934","piRNA",0,0,0,0,NA,NA
"WBGene00169135","T23G4.86","piRNA",0,0,0,0,NA,NA
"WBGene00169137","M199.91","piRNA",0,0,0,0,NA,NA
"WBGene00169139","LLC1.67","piRNA",0,0,0,0,NA,NA
"WBGene00169140","Y105C5A.819","piRNA",0,0,0,0,NA,NA
"WBGene00169142","C08F11.86","piRNA",0,0,0,0,NA,NA
"WBGene00169143","Y105C5A.820","piRNA",0,0,0,0,NA,NA
"WBGene00169145","Y51H4A.622","piRNA",0,0,0,0,NA,NA
"WBGene00169146","H25K10.92","piRNA",0,0,0,0,NA,NA
"WBGene00169148","Y105C5B.937","piRNA",0,0,0,0,NA,NA
"WBGene00169150","B0547.16","piRNA",0,0,0,0,NA,NA
"WBGene00169152","Y73F8A.761","piRNA",0,0,0,0,NA,NA
"WBGene00169153","C02B10.44","piRNA",0,0,0,0,NA,NA
"WBGene00169154","Y73F8A.762","piRNA",0,0,0,0,NA,NA
"WBGene00169155","Y45F10B.41","piRNA",0,0,0,0,NA,NA
"WBGene00169159","Y9C9A.71","piRNA",0,0,0,0,NA,NA
"WBGene00169161","Y105C5A.822","piRNA",0,0,0,0,NA,NA
"WBGene00169162","C18F3.5","piRNA",0,0,0,0,NA,NA
"WBGene00169165","Y45F10D.87","piRNA",0,0,0,0,NA,NA
"WBGene00169167","K07H8.13","piRNA",0,0,0,0,NA,NA
"WBGene00169168","Y57G11C.765","piRNA",0,0,0,0,NA,NA
"WBGene00169169","F13G11.95","piRNA",0,0,0,0,NA,NA
"WBGene00169170","T06A10.74","piRNA",0,0,0,0,NA,NA
"WBGene00169172","C06E7.65","piRNA",0,0,0,0,NA,NA
"WBGene00169173","F02H6.53","piRNA",0,0,0,0,NA,NA
"WBGene00169175","K10B4.7","piRNA",0,0,0,0,NA,NA
"WBGene00169181","Y57G11C.767","piRNA",0,0,0,0,NA,NA
"WBGene00169182","Y105C5A.824","piRNA",0,0,0,0,NA,NA
"WBGene00169183","Y105C5B.941","piRNA",0,0,0,0,NA,NA
"WBGene00169184","F20D6.13","piRNA",0,0,0,0,NA,NA
"WBGene00169186","Y105C5A.825","piRNA",0,0,0,0,NA,NA
"WBGene00169188","F41H10.22","piRNA",0,0,0,0,NA,NA
"WBGene00169191","Y105C5B.944","piRNA",0,0,0,0,NA,NA
"WBGene00169192","Y105C5B.945","piRNA",0,0,0,0,NA,NA
"WBGene00169194","B0547.17","piRNA",0,0,0,0,NA,NA
"WBGene00169196","Y73B6BL.155","piRNA",0,0,0,0,NA,NA
"WBGene00169197","Y57G11C.768","piRNA",0,0,0,0,NA,NA
"WBGene00169199","Y116A8C.311","piRNA",0,0,0,0,NA,NA
"WBGene00169204","Y105C5A.829","piRNA",0,0,0,0,NA,NA
"WBGene00169206","M199.92","piRNA",0,0,0,0,NA,NA
"WBGene00169208","H25K10.93","piRNA",0,0,0,0,NA,NA
"WBGene00169210","Y51H4A.623","piRNA",0,0,0,0,NA,NA
"WBGene00169212","Y45F10B.42","piRNA",0,0,0,0,NA,NA
"WBGene00169213","Y73F8A.764","piRNA",0,0,0,0,NA,NA
"WBGene00169217","Y51H4A.624","piRNA",0,0,0,0,NA,NA
"WBGene00169219","C35D6.84","piRNA",0,0,0,0,NA,NA
"WBGene00169220","Y105C5B.947","piRNA",0,0,0,0,NA,NA
"WBGene00169221","Y45F10C.15","piRNA",0,0,0,0,NA,NA
"WBGene00169222","C53D5.8","piRNA",0,0,0,0,NA,NA
"WBGene00169224","ZK1053.8","piRNA",0,0,0,0,NA,NA
"WBGene00169225","Y43C5B.4","piRNA",0,0,0,0,NA,NA
"WBGene00169226","Y37A1B.230","piRNA",0,0,0,0,NA,NA
"WBGene00169227","C02F4.7","piRNA",0,0,0,0,NA,NA
"WBGene00169229","Y57G11C.769","piRNA",0,0,0,0,NA,NA
"WBGene00169230","C46G7.69","piRNA",0,0,0,0,NA,NA
"WBGene00169231","C31H1.60","piRNA",0,0,0,0,NA,NA
"WBGene00169234","F46H6.6","piRNA",0,0,0,0,NA,NA
"WBGene00169236","B0348.7","piRNA",0,0,0,0,NA,NA
"WBGene00169237","Y67A10A.227","piRNA",0,0,0,0,NA,NA
"WBGene00169243","Y73F8A.767","piRNA",0,0,0,0,NA,NA
"WBGene00169245","C17H1.22","piRNA",0,0,0,0,NA,NA
"WBGene00169247","Y10G11A.51","piRNA",0,0,0,0,NA,NA
"WBGene00169248","Y116A8C.313","piRNA",0,0,0,0,NA,NA
"WBGene00169250","T08B6.41","piRNA",0,0,0,0,NA,NA
"WBGene00169251","Y64G10A.243","piRNA",0,0,0,0,NA,NA
"WBGene00169252","Y57G11C.770","piRNA",0,0,0,0,NA,NA
"WBGene00169253","Y73F8A.768","piRNA",0,0,0,0,NA,NA
"WBGene00169255","Y116A8C.314","piRNA",0,0,0,0,NA,NA
"WBGene00169256","Y40H7A.220","piRNA",0,0,0,0,NA,NA
"WBGene00169258","M199.93","piRNA",0,0,0,0,NA,NA
"WBGene00169259","Y57G11C.771","piRNA",0,0,0,0,NA,NA
"WBGene00169262","F26D12.57","piRNA",0,0,0,0,NA,NA
"WBGene00169263","R05A10.84","piRNA",0,0,0,0,NA,NA
"WBGene00169264","Y105C5A.832","piRNA",0,0,0,0,NA,NA
"WBGene00169267","F52B11.63","piRNA",0,0,0,0,NA,NA
"WBGene00169268","VY10G11R.45","piRNA",0,0,0,0,NA,NA
"WBGene00169269","F41G4.9","piRNA",0,0,0,0,NA,NA
"WBGene00169271","Y67A10A.229","piRNA",0,0,0,0,NA,NA
"WBGene00169275","F13G11.98","piRNA",0,0,0,0,NA,NA
"WBGene00169278","T12E12.32","piRNA",0,0,0,0,NA,NA
"WBGene00169280","Y57G11C.772","piRNA",0,0,0,0,NA,NA
"WBGene00169281","C46G7.70","piRNA",0,0,0,0,NA,NA
"WBGene00169282","Y73B6BL.156","piRNA",0,0,0,0,NA,NA
"WBGene00169285","Y51H4A.627","piRNA",0,0,0,0,NA,NA
"WBGene00169286","Y43D4A.112","piRNA",0,0,0,0,NA,NA
"WBGene00169287","Y105C5A.833","piRNA",0,0,0,0,NA,NA
"WBGene00169290","Y57G11C.773","piRNA",0,0,0,0,NA,NA
"WBGene00169294","C35D6.86","piRNA",0,0,0,0,NA,NA
"WBGene00169298","F58E6.14","piRNA",0,0,0,0,NA,NA
"WBGene00169299","Y57G11C.775","piRNA",0,0,0,0,NA,NA
"WBGene00169300","T27E7.54","piRNA",0,0,0,0,NA,NA
"WBGene00169301","Y73F8A.769","piRNA",0,0,0,0,NA,NA
"WBGene00169302","T05E12.11","piRNA",0,0,0,0,NA,NA
"WBGene00169303","C34D4.17","piRNA",0,0,0,0,NA,NA
"WBGene00169306","Y7A9A.54","piRNA",0,0,0,0,NA,NA
"WBGene00169307","Y4C6A.40","piRNA",0,0,0,0,NA,NA
"WBGene00169308","Y51H4A.628","piRNA",0,0,0,0,NA,NA
"WBGene00169309","Y67A10A.230","piRNA",0,0,0,0,NA,NA
"WBGene00169313","Y73B6BL.157","piRNA",0,0,0,0,NA,NA
"WBGene00169317","Y64G10A.245","piRNA",0,0,0,0,NA,NA
"WBGene00169318","Y57G11A.148","piRNA",0,0,0,0,NA,NA
"WBGene00169319","C25G4.14","piRNA",0,0,0,0,NA,NA
"WBGene00169322","B0395.6","piRNA",0,0,0,0,NA,NA
"WBGene00169324","Y51H4A.629","piRNA",0,0,0,0,NA,NA
"WBGene00169326","Y105C5B.953","piRNA",0,0,0,0,NA,NA
"WBGene00169328","Y7A9D.47","piRNA",0,0,0,0,NA,NA
"WBGene00169330","Y57G11C.776","piRNA",0,0,0,0,NA,NA
